txid,block_height,block_hash,block_time_utc,input_count,input_value_sats,output_count,cluster_output_value_sats,fee_sats,fee_rate,input_script_types,output_script_types,destination_or_intermediate_address,classification,confidence,classification_reason,source
314bfca621c921085ce327ca1782be6cd8b4fa3bf3cbe426df7ebd7688d50b32,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,1018575115,1,1018571815,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
344a4a7e3522bf0ab7dd59b1be28fdad94f91e2db640abf9fe6bcf7944f9b116,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,3,1173804872,1,1173797492,7380,30.122,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
3ba122c6dd82a2a56feb00d4b063b58b9bbb9d5eb6111607520e1c3fc703448a,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,3,1000000624,1,999993244,7380,30.092,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
40f6f8d90ae782ccd1ff374537adc7888f9f09bddcdbcbd160853630388ba997,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,2,609998884,1,609993544,5340,30.212,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
4252c39da19374c07ad711785cde659dab694602e16eea35702dd10e72f66e8c,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,446816970,1,446813670,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
4a4c749c47b97615bdd576138fb6d0885a9f3cbf759ab666138e1f08271d973e,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,440000000,1,439996700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
4ba82beb75f442055c25f591fc7a3c427299785fad47a0496af31f14b7a3afb8,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,3,1000000624,1,999993244,7380,30.153,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
4bb2554d9701a4f019f6b9edef47ba1cff1c02032cd09b355c8371d827f91563,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,226357928,1,226354628,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
4ef56b39200eb30c1ad0d34551fcf153442a630f59f6b545c481bc67f0ceefcc,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,3,999999728,1,999992348,7380,30.122,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
4f1ad0dd1e22e9fb869c4adc6a217ad02bc6ea96081fb5e4b16d7f327255241f,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,370221915,1,370218615,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
4f37f6ad3e748e2c356f9e13afde96445a02b683a9cb1b7ded8cde5f592b095f,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,395701625,1,395698325,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
54e3fd34685373445e9e8a005acd469427aeb5e32aeb98ff391b9a885e7ddb46,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,3,1425202102,1,1425194722,7380,30.092,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
5ac2bf7f30cfbe6dc04d6c5541e4012ea4ced0e2a85c39d56e6e8dda56b011aa,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,288661550,1,288658250,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
5c32189db379d8245f54e602d0f0879a3daa50147ffebf86e2843582f542a861,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,2,457697893,1,457692553,5340,30.127,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
69a2f2d0c781adf1b0055d93944cd8b33f486feb7ffb9b5f2f04caf4949136d0,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,227384604,1,227381304,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
6a9a2d33397a3cbee6e89c7c4941ca8b7ed091f341dcb6c19a38ad1fc56e05e1,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,2,700000294,1,699994954,5340,30.127,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
78ac8968ccf5a586d2fb9509f5af13f41e0a288bfa0f0b177d4e4b6bbebad05d,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,3,2989252501,1,2989245121,7380,30.122,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
792995d1c06664241b50e5aeb1e003c75d35d507990077db3de02c28c0678e1b,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,500000000,1,499996700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
8151171951b75d312dc885f403bc70d5b892340c90ece4dcee4d4647e2f3cbba,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,3,211159948,1,211152568,7380,30.184,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
826a6700a35b969ee54bc2bf611b5e1c4c75a4c6861d2e315870611321a9d9cc,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,500000000,1,499996700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
83ce482dcbd6a2774c658de35c4813cea371b27bf643425a3a8a77907f6694e2,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,229932745,1,229929445,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
845486b754cbfb87dbb7fd437aad8f00278ad9fe8988e96bb5d77396d281c244,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,212674962,1,212671662,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
89c2a0e0a9b31942c8858acf538bea6c2e2036ed5f72100e602f3a91cdc14522,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,2,690361718,1,690356378,5340,30.127,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
8bb23dae058afd4099b58e200ec19ca1b29edead320f8e7a611cb5b97f81dca8,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,207569339,1,207566039,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
9146c6b7cdaa817bcb223782cde982ff20c438797b515114b9ddc982b721a3f4,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,406052000,1,406048700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
96490dd51ebcde2356c38369c3d959fd4d1d569bdac9e6f8454e476aed83140f,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,500000000,1,499996700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
9a5310789b97f674ad6d93094a8d4bc799cc0fee9abf39b457fb0dcdb2b8154a,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,2,631804269,1,631798929,5340,30.169,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
9bd9b6fb1b8655f68f856907ac0764bb74f0270c7154a5af1d8c63edf63ce8d5,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,4,2408219250,1,2408209830,9420,30.144,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
a235e6c6a38fdba7635f56ef373d58be168b28818c1632519198814990c41a65,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,2,767500294,1,767494954,5340,30.085,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
a88fda60c5bcb08d9f29264742ef286488681ff00c1f32ab234afa7328670580,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,487970981,1,487967681,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
aa4723bb2ff669f6d8857560c81eaf1e118c209ebcd0afaef8d723e2c52e6c01,960188,0000000000000000000186e53ea105d0d9b8453d14666b2bee16b68510544fe4,2026-07-30T01:36:08+00:00,1,275768698,1,275765398,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
